itemname,kindname,countyname,marketname,yyyy,regday,price
쌀,20kg(20kg),대전,A-유통,2005,01/21,"47,000"
쌀,20kg(20kg),대전,A-유통,2005,01/24,"47,000"
쌀,20kg(20kg),대전,A-유통,2005,01/25,"47,000"
쌀,20kg(20kg),대전,A-유통,2005,01/26,"47,000"
쌀,20kg(20kg),대전,A-유통,2005,01/27,"47,000"
쌀,20kg(20kg),대전,A-유통,2005,01/28,"47,000"
쌀,20kg(20kg),대전,A-유통,2005,01/31,"47,000"
쌀,20kg(20kg),대전,C-유통,2005,01/03,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/04,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/05,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/06,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/07,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/10,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/11,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/12,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/13,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/14,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/17,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/18,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/19,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/20,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/21,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/24,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/25,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/26,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/27,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/28,"48,000"
쌀,20kg(20kg),대전,C-유통,2005,01/31,"48,000"
쌀,20kg(20kg),대전,E-유통,2005,01/03,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/04,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/05,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/06,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/07,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/10,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/11,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/12,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/13,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/14,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/17,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/18,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/19,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/20,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/21,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/24,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/25,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/26,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/27,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/28,"46,000"
쌀,20kg(20kg),대전,E-유통,2005,01/31,"46,000"
쌀,20kg(20kg),청주,B-유통,2005,01/03,-
쌀,20kg(20kg),청주,B-유통,2005,01/04,"43,000"
쌀,20kg(20kg),청주,B-유통,2005,01/05,"43,000"
쌀,20kg(20kg),청주,B-유통,2005,01/06,"43,000"
쌀,20kg(20kg),청주,B-유통,2005,01/07,"43,000"
쌀,20kg(20kg),청주,B-유통,2005,01/10,"43,000"
쌀,20kg(20kg),청주,B-유통,2005,01/11,"43,000"
쌀,20kg(20kg),청주,B-유통,2005,01/12,"43,000"
쌀,20kg(20kg),청주,B-유통,2005,01/13,"43,000"
쌀,20kg(20kg),청주,B-유통,2005,01/14,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/17,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/18,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/19,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/20,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/21,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/24,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/25,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/26,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/27,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/28,"44,000"
쌀,20kg(20kg),청주,B-유통,2005,01/31,"44,000"
쌀,20kg(20kg),전주,C-유통,2005,01/03,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/04,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/05,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/06,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/07,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/10,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/11,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/12,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/13,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/14,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/17,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/18,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/19,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/20,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/21,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/24,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/25,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/26,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/27,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/28,"45,800"
쌀,20kg(20kg),전주,C-유통,2005,01/31,"45,800"
