,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
621,-0.29429337,-0.17819376,0.12796463,-0.45357475,0.19860727,0.23843487,0.5669091,0.1445148,0.37538818,0.6888342,0.11018249,-0.56424165,-0.0005181281,-1.0957612,0.19733964,0.6972361,-0.0034247309,0.43348467,0.5373676,-0.11887796,-0.67823875,0.051504172,-0.37638226,-0.67923003,0.92829,0.79104424,-0.23494586,-1.0127217,-0.1733411,-0.49317884,-0.17441265,-0.8920306,0.84297985,-0.07458154,0.11984839,-0.16699694,0.2197981,-0.7965691,-0.25977606,0.18152653,-0.3324214,0.11108463,0.31443766,0.2751906,0.14295118,-0.52376956,0.18074735,-0.08377585,0.116829984,0.1202192,0.3653135,-0.34493414,-0.8774205,0.96876204,-0.21386419,0.111880675,-0.116656534,-0.016338386,-0.32228884,0.37887812,-0.3041214,0.57469237,0.008458395,-0.3704442,-0.004069799,0.8705006,0.5831601,-0.116627574,-0.5836667,0.18210246,-1.0823929,1.2609546,0.49102268,-0.89738214,0.05090593,0.009820813,-0.49015337,-0.35992506,0.01571356,0.4392139,-0.00857771,-0.22183567,-0.47433117,0.6414158,-0.018847084,0.51165617,-1.3100996,0.30997998,0.035124898,0.029942948,-0.29753047,0.6795729,-0.043775793,0.13361494,0.50392604,-0.26885495,-0.1918,1.3123273,0.13804886,-0.6033711
1446,-0.035944086,0.43014175,1.1455301,0.10102297,-0.54583687,0.89640397,-0.23171262,-0.74217397,-0.72168624,0.017986136,-0.46628717,0.5700894,0.60525817,-0.109653436,0.11800834,-0.461892,-0.5882981,0.28618896,-0.1309572,0.0016408628,0.12546614,0.11200472,-0.7770988,-0.50736403,-0.77323735,-1.0770786,-0.44911483,-0.080120645,0.11705683,0.05742986,-0.58953744,0.4905362,-0.78298515,0.669958,-0.00075356686,-0.6202155,0.24833864,0.6790251,-0.374136,0.23982812,-0.48530167,0.114995085,-0.17232059,0.30745232,-0.1790085,-0.7039915,0.3853568,0.5931505,-0.6866701,0.070814684,0.12606163,-0.19573392,0.26805046,0.057031926,0.20019196,0.75844836,0.0021542257,-0.16623025,0.9122795,-0.042380445,0.050851725,0.03840914,-0.3934783,-0.4309487,-1.0100169,0.44726208,1.0974911,0.5177045,-0.0014418488,1.3756948,-0.5623669,0.7337451,-0.058236226,-0.25778523,0.02960596,0.6415304,-0.056443494,-0.037004005,-1.1074847,-0.54497737,0.44793257,-0.41939172,-0.14119244,0.94106114,-0.28323904,-0.1880421,0.21126425,0.036836587,0.80657643,0.6625229,-0.19963464,0.43326625,-0.6834411,-0.053195544,0.83203816,0.6485761,0.29844686,0.25627786,0.27983576,-0.3867706
59,0.21765898,0.3968526,-0.6675184,-0.89055717,0.9759709,-0.23457916,-0.38614568,0.34749886,-0.4183792,-1.7521396,0.8883338,0.5102005,-0.59544325,0.8400473,-0.051383793,-0.07125879,0.6415435,-0.2111694,-0.0026366066,-0.3092454,1.1935273,0.25374317,0.24785769,0.1901252,-0.43802357,1.1717044,0.06297036,1.2000252,0.19079697,0.18102306,-0.08828641,0.72873473,-0.59166235,-0.41672805,0.89160115,-0.09771147,0.078328416,0.55661726,-0.6829739,-0.53953767,-0.4963406,0.43859628,-0.39154166,-0.1306114,0.21783078,0.22296698,-0.09029186,0.013928707,0.0886627,0.056860864,0.1020639,0.23184253,-0.5601521,0.34721804,-0.7562622,-0.3522083,0.3777875,-0.16623668,0.32187453,-1.0394557,0.42863926,-0.20681132,0.0014285923,1.3988305,0.39910987,0.03007746,-0.3697935,-0.8246632,-1.4081,0.77025145,0.22636245,0.72284055,-0.020951828,-0.1176227,0.63126796,-0.20275629,-0.36716726,0.77631736,0.27619556,-1.0017396,-0.25983366,-0.6849423,0.16525596,-0.44859836,-0.09445256,0.43783435,0.93131346,-0.22928312,-0.32830787,0.2740737,1.3830411,-0.3733599,0.6061457,0.32800868,-0.7527899,0.48060256,-0.37629807,-0.41845575,-0.72439206,0.4645919
358,0.019485375,-0.023564994,-0.68457943,-0.48499358,0.3916635,-0.15718523,1.0302645,0.8667054,-0.17224835,0.05747759,1.3692212,-0.81200415,-0.3602379,-0.81256336,-0.58255327,-0.3594134,0.12752831,0.0528857,-0.016149603,-1.013491,-0.28033674,-0.13769573,-0.16084875,0.28052488,1.152417,1.6922134,-0.060455266,0.29478103,-0.15523715,0.3458202,0.27940214,-0.46384022,1.2789736,0.10202624,0.20884164,0.15534219,-0.012756526,-1.0772547,-0.42445987,-0.75538814,-0.08889844,0.19976489,-0.079324655,-0.833823,0.2090353,-0.07218953,0.06067511,-0.4489125,1.0009568,-0.13606599,0.6072907,0.13998325,-1.3526641,0.14029191,-0.9274725,-0.61771446,-0.075261116,-0.27736548,-0.7168514,-0.7981077,-0.6775926,0.52559364,-0.6402838,-0.723202,-0.059887465,0.2924527,1.5623934,-0.25194138,-1.7343919,0.3699436,-0.10474398,1.1966808,0.5089348,-0.6392844,-0.26758212,-0.70926476,-0.10013017,-0.22833507,0.24963863,-0.40286508,-0.38322186,-0.5410664,-0.19443691,-0.3544773,-0.0087632965,0.60794705,-0.99798536,-0.7628183,-0.26391572,-0.63062227,0.2380022,-0.04019171,0.5205099,-0.3640147,-0.33657274,-0.5262626,-0.10066762,1.1317445,0.05704305,-0.40258545
2417,-0.17941822,-0.45927995,-0.25662258,-0.48805517,-0.21241023,-0.5068408,0.18645,0.46025085,-0.21454287,-0.8953583,0.27297404,0.6143839,-0.66379327,0.5856145,0.0538725,0.2603846,0.01524673,-0.34588802,-0.65554875,-0.25436398,0.8781515,0.4547706,1.2626185,0.106665924,-0.3651921,0.6050732,0.21548979,0.8548041,-0.07521335,0.36963215,0.016279534,0.7772925,-0.05383248,-0.63759613,0.4987174,0.5269649,-0.09799655,0.24552473,-0.04200051,-0.1981367,0.1588689,0.5607159,0.17427365,-0.5556045,0.6734792,0.559271,-0.048813887,0.1652853,0.15533851,-0.59966576,-0.5345401,0.040936846,0.36530554,-0.48120657,0.08573229,-0.6075157,0.22171773,0.4610638,-0.036041193,-0.561241,0.17554824,-0.3451069,0.110486895,0.32528585,0.0947329,0.19861692,-0.07966564,0.36452013,-0.37491053,0.3861798,0.30956554,-0.21185507,0.16382627,0.7302899,0.18287377,0.026108986,0.2875846,0.009786642,-0.017275132,-0.5210148,-0.11944618,-0.45464155,0.27212942,0.37455264,-0.24976198,-0.7145901,1.4380778,-0.019938458,-0.33665746,-0.015905451,0.78620696,-0.02412281,0.44081357,-0.38977492,0.43707398,0.72508496,-0.79322356,-1.1855608,-0.25429004,0.88893807
1021,0.53734255,-0.3270132,-0.21007335,-0.122962214,0.8695825,-0.3902726,0.5975688,0.7929434,0.88598603,-0.35608158,0.5737846,-0.22991656,0.30657157,-0.21466728,-0.30400038,0.78707814,0.53053755,-0.90686214,-0.30679727,-0.6133869,0.124137685,0.21122645,0.28873935,-0.11938884,0.3029564,0.6404621,0.07089283,-0.03861707,-0.34896544,0.2607951,0.09516319,-0.1911254,0.6254676,-0.398094,0.101663694,0.10214422,0.01068412,-0.25202718,-0.54100955,-0.3077353,0.6904761,-0.34726736,0.06716977,-0.08814203,0.052930135,-0.19243413,-0.82001495,-0.40623525,0.8606178,0.27788085,-0.049634606,-0.6166734,-0.8739526,0.38912088,-0.67377555,0.03228942,0.05768221,0.49345702,0.28724703,0.7322106,-0.38102657,-0.108948864,0.9042827,0.1867615,-0.53933257,0.13267931,-0.12454655,-0.103368446,-0.008185041,-0.1394042,0.34997472,-0.018365467,0.66173035,-0.025183568,-0.2945241,-0.48228344,0.47075212,0.0805342,0.1700439,0.1214231,-0.007761696,0.33222264,0.06920108,0.21006766,-0.25945848,0.16099739,-0.42000726,0.40930748,0.34628752,0.10326956,0.09915734,-0.21271375,0.7343253,-0.04994039,-0.6397693,-0.19578758,-0.3172748,-0.30095604,-0.09740573,-0.38551787
92,0.49752027,0.23981252,0.052319825,-0.064965025,0.26511848,0.1255762,0.42534778,0.30092674,-0.45686802,-0.16463329,-0.43900606,-0.09649865,-0.3193431,0.08352736,-0.23842701,-0.042579167,-0.18371125,-0.7893262,-0.72721386,-0.7040495,0.47692332,0.6128904,0.74385977,0.65823704,-0.20500164,-0.068294,0.023424454,0.6461905,-0.24177465,0.7437762,0.38939217,0.32391042,0.027995892,-0.51438856,0.22089379,0.3197153,0.021761887,0.1963069,0.097544536,0.476078,1.014053,0.3089016,-0.0137965325,-0.863158,0.64784735,0.89786595,-0.31859982,-0.08237894,0.6470048,-0.78341615,0.13475032,0.57086444,0.24610353,-1.1625707,-0.094188966,-0.9517388,-0.38077804,0.53180486,-0.88785404,-0.4189618,-0.10574042,0.37468898,-0.19035816,-0.0039261705,-0.65486354,-0.5174812,0.98072433,1.0902638,-0.082717404,1.0432402,-0.038761705,-0.14284468,0.5031158,0.84211046,-0.32112703,0.15037714,0.6228282,-0.07003255,-0.06823262,-1.1079866,-0.99215883,-0.12926406,-0.24956013,0.27563038,-0.25899872,-1.0078554,1.1823933,0.46471933,-0.7726978,-0.010512005,0.13277246,0.08900823,-0.09367834,-0.15724847,0.6537425,0.39905277,0.03600558,-0.6420387,0.21598133,0.50753176
1022,-0.5583719,-0.20897624,0.54929936,0.8564088,0.07836828,-0.49117112,0.49217555,-0.41187042,-0.8371501,0.25709912,-0.12357295,-0.69786114,0.08234282,0.4482197,0.38065904,-0.53073865,0.20718434,0.34458697,-0.24345312,-0.04481638,-0.7416551,-0.13544275,-0.7444765,-0.88624203,0.37071645,-0.44777232,-0.2438446,-0.8271984,-0.63655883,-0.11576679,0.42965245,0.03445068,0.3275761,0.27854532,-0.8177068,-0.44636005,0.5408874,-0.29786178,0.56230545,-0.62454605,-1.6122742,-0.39245972,-0.31842652,0.6235795,0.16946672,-0.9205689,0.12656154,0.42313498,0.14141135,0.90506184,0.016794233,-0.36521786,-0.03694336,0.042506345,-0.09736694,0.5175688,0.054620005,-0.7630423,-0.5953328,0.504882,-0.1555334,0.74004954,-0.68592405,-1.0410771,-0.5692086,0.2983471,-0.59585136,0.2802168,-0.6345688,-0.16280586,-0.8443359,0.1921553,0.70231795,-1.4119198,-0.38505456,0.48972908,-0.20510493,-0.016265893,-0.825066,0.92103875,1.0806013,0.20288382,-0.6059311,0.08629956,0.56466335,0.44365445,-1.4212748,0.147104,0.84699047,0.16216326,-1.0206171,0.20037898,-0.48503855,0.45316204,0.38027966,-0.3927832,-0.16265428,0.63652515,0.3307835,-0.09733356
626,0.3957082,0.985115,-0.98633194,0.4757061,-0.47131395,-0.60091496,-0.5860667,0.3748128,0.7342613,0.47633657,0.41036096,-1.6613773,0.9084481,0.1420276,0.5650823,0.96760976,0.61848736,0.6312539,0.9623508,-0.055650327,-0.010956916,-0.21719822,-1.0620127,0.6567553,0.034356102,-0.035803564,0.5079355,-0.6684123,-0.36446345,-1.1283804,1.2036126,-0.72472835,0.4093568,0.46454167,-1.3905882,1.3921677,0.4284776,-0.1574359,0.7336767,-1.4215904,-0.26803228,-0.59988385,-1.0379307,-0.44293827,0.044776175,0.45420808,-0.41771555,0.23789698,-0.19909133,0.00013449494,0.70558006,0.23890454,1.1950669,-0.8098837,0.01430502,0.8339436,-0.06212881,-0.51609594,0.043495513,-0.63324785,0.050834768,0.29074815,0.3349934,-0.795537,-1.1680925,0.71701044,-1.1972408,0.0145614995,-0.3542369,0.24833666,-0.35152817,-0.08586337,0.29978314,-0.20384324,0.3171582,0.31504193,-0.16582064,0.43248636,0.46062022,0.26798835,-0.45753685,0.16030069,-0.8073171,-0.27160415,0.49460012,-0.5687296,-0.47820547,0.34913346,1.2953271,-0.04392859,0.029321473,-0.03578918,0.7927226,1.1416738,0.8239887,0.477983,1.3491716,-0.57737094,0.5349739,-0.5071247
160,-0.20581949,0.53352606,-0.76570886,-0.46093524,0.36106387,-0.5820408,0.17299715,0.7669343,0.8325015,-0.13526353,0.68109137,-1.2542986,0.19690505,-0.4235145,0.39657795,0.9786763,0.5110105,0.15007065,0.4739697,-0.30395094,-0.18737192,0.10182192,-0.4566517,-0.26107326,0.35212538,0.2682594,0.4576345,-1.0635686,0.017952548,-0.6722961,1.1052542,-0.7781021,0.70376015,0.29755878,-0.57865816,0.88502234,0.40167043,-0.59616166,0.30827,-0.4284748,0.3663743,-0.59418947,-0.0686674,-0.05651558,0.340093,-0.061707012,-0.59803426,-0.19585875,0.3620981,-0.011459682,0.836314,-0.28886005,-0.07641969,0.36252013,-0.39051047,0.28404734,0.4259782,-0.31049213,-0.30167884,-0.25401747,-0.5782213,0.99281925,0.3580263,-0.65412587,-0.3419249,0.4242539,-1.1250346,-0.25528026,-0.8628121,-0.38367996,0.20642172,-0.037710086,0.49088374,-0.16374496,0.28043777,-0.4898273,-0.14174478,0.04260659,0.21499929,0.35538307,-0.18443844,-0.06557327,-0.5949332,-0.022349061,0.64532566,0.28377742,-0.8824827,0.28852573,0.61263925,-0.10679755,-0.3990983,0.1136749,0.58961713,0.5610288,0.3665511,-0.029682428,0.3934748,-0.4319464,0.7530062,-0.40102336
115,0.023264516,-0.2575959,0.30142754,-0.27078208,-0.28145403,0.17852883,-0.25835523,-0.3162662,-0.384615,-0.26468056,0.17730057,0.32929465,-0.33089823,-0.040680647,-0.28463084,-0.30585638,-0.2696796,0.6427598,0.43583536,0.4952133,0.7087107,0.293856,-0.38196033,0.30074754,-0.76229525,-0.022204634,-0.24704076,0.56970334,0.81871426,-0.030793434,-0.5573057,0.4484065,-0.4502931,0.31802875,0.94814456,-0.09428506,0.31460088,0.8444907,-0.6700987,-0.5011687,-1.0177402,0.14188935,-0.41073504,0.7049587,-0.27239722,-0.4824833,0.44192863,0.5136904,-0.6796286,0.37483078,-0.3500984,-1.2271932,-0.2420389,0.6717064,0.28653413,0.6858431,0.1655429,-0.41264728,0.3698516,0.2021979,-0.085662134,-0.6651774,-0.0047211354,0.22541387,0.31428057,0.21675465,0.4759632,-0.28335938,-0.83483636,0.3357336,-0.6382945,0.42370674,0.29926082,-0.65883684,0.5974921,0.71076757,-0.6417952,0.39561433,-0.40631878,-0.5430552,0.44032663,-0.45374954,0.54755175,0.07337287,0.09023951,0.087267175,0.16457541,-0.018322043,-0.08989631,0.038396135,0.86864316,0.17951871,-0.0329376,0.42162922,0.13539605,0.6818087,-0.13084519,0.785794,-0.1824394,0.124970004
939,-0.06716288,0.10476727,-1.0139296,-0.33558723,0.41863635,-0.42086938,-0.15989701,-0.015484121,-0.5031323,-0.90068024,0.16534083,0.08520996,-1.0051094,0.08754964,-0.7880686,-0.2532083,0.78816277,0.68381447,1.1540124,0.31146577,1.3636016,0.6080059,-0.19813746,0.8330497,-0.45080724,0.29813278,0.9272066,0.9991395,0.986218,-0.96027726,-0.4306891,0.6806828,-0.15374176,-0.98154956,0.6551732,0.68671006,0.706793,0.64084864,-1.1781019,-0.5201257,-1.9958568,0.3170713,-0.88489133,0.2779626,0.859711,0.9499061,0.20805922,-0.58479935,-1.1356723,0.56979764,-0.48010513,0.4302099,-0.39978257,0.9062116,-0.41429505,-0.56143373,0.07647244,-0.5159393,-0.6985395,-0.52823377,0.5150402,-1.1534615,0.52435327,0.5162196,-0.1015573,-0.643256,0.2915537,-1.7807906,-2.418902,1.8174671,-0.077714205,1.3472742,-0.70897275,-0.60917586,0.907334,0.1124541,-1.8568116,1.0324895,0.5074321,0.6540554,-1.2419962,-0.98125446,0.25895053,-0.5691434,0.40887856,0.78560877,0.8179172,0.19875368,-0.6112157,1.1357529,0.83574075,0.34361148,1.3389926,-0.30541435,-0.7072413,0.63455117,-0.7317998,0.61604816,-0.86490315,1.0214851
432,0.08003942,0.21463937,-0.597584,0.9349988,-0.3873722,-0.82794577,-0.6417062,0.31794342,-0.022829207,0.42969033,-0.33976257,-1.4491229,0.7072119,0.6650718,0.03945552,0.618804,-0.1067217,0.58692914,0.04839779,-0.44998845,-0.3165743,-0.15969312,-0.3149904,0.15688047,-0.24234185,-0.33234045,0.98441815,-0.7049699,-0.15287536,-0.19622703,0.78418595,-0.40119827,0.46495244,0.36203834,-1.0769389,0.9094241,-0.34114528,-0.4594862,0.37723857,-1.1289257,-0.29207143,-0.5431084,-0.5268198,-0.19189832,-0.12807925,0.35927522,0.1635589,-0.21096683,-0.29713112,-0.0329449,0.95219266,-0.3484757,1.2629668,-0.7098521,-0.087234944,0.50476617,-0.0039832685,-0.5175012,0.24559869,0.0029064203,0.37746438,0.31122774,-0.45807147,-0.5526705,-0.6591549,0.25419638,-0.81408226,0.51805884,-0.13724501,0.1894265,-0.46439543,-0.7266402,-0.15679653,0.05878771,0.799082,0.11280387,0.02363755,0.18441805,0.40407264,0.38146362,-0.22949636,0.39021635,-0.13125141,-0.05326918,-0.00953792,-0.73893654,-0.3189948,-0.24314351,0.6354981,-0.60743994,0.35383898,-0.3369646,0.17313597,0.5379321,0.44389555,0.4365675,1.5718584,-0.4383083,0.04118253,-0.18042207
107,-0.10339719,0.4046182,0.96789825,0.22262001,-0.4759856,0.5308083,-0.1513091,-0.11639525,-0.091323085,0.44174293,-0.7817243,0.38119224,0.049311213,-0.09718208,-0.21864992,0.028062033,-0.7309846,0.4704588,-1.09543,-0.14928257,-0.4611206,-0.0568967,-0.7311803,-0.5186808,-0.02365189,-0.59738487,-0.18092687,-0.38571522,0.029574946,0.2685506,-0.4793271,-0.3259863,-0.2257315,0.52746654,0.037178002,-0.17484531,0.22426169,0.028553337,-0.15280274,-0.19509247,-0.38594037,0.018468646,0.09855262,0.22537148,-0.11002825,-0.3663655,0.29181254,0.67067856,-0.4621017,-0.038032476,0.22097766,-0.7756767,0.043077946,0.5717966,-0.20129184,0.9092131,0.15466455,-0.42261958,0.26413247,0.1935166,0.4690902,0.31432155,-0.26818508,-0.6683549,-0.37260002,0.38212928,0.8724749,0.482278,-0.10418899,0.5138545,-0.12065004,0.1648795,-0.3113257,-0.17045592,0.053573865,0.50294864,-0.05982822,-0.23301189,-0.42526585,-0.28626597,0.35574687,-0.38618055,0.1329619,0.85306716,-0.34963468,0.2339508,0.103785224,-0.27801663,0.18517573,0.16179432,0.033634152,0.5556423,-0.22105868,0.21661785,1.0075376,0.5407748,0.047331885,0.152532,0.11185153,-0.68523425
48,-0.39730778,-0.27744946,-0.30477566,-0.611353,0.277983,-0.53343457,0.6357511,1.4801393,0.47513396,0.00031921625,-0.25285682,-0.23477644,-0.55729944,-0.1780127,-0.28957328,0.35543436,0.515453,-0.88809794,-0.2468101,-0.8270845,0.42713076,0.056270503,1.1080817,-0.24532452,0.7809358,-0.23002885,0.022175863,-0.52018803,-0.46371076,0.17802203,0.415564,0.03718186,-0.035254933,-0.28254882,0.21366183,0.012425216,-0.06581199,-0.2503732,-0.25035444,0.45711055,0.616405,0.49370337,0.8236068,-0.56533676,0.6136915,0.10158965,-0.021561742,0.25813338,0.63615894,0.12914251,0.07186574,-0.008274979,-0.48430464,0.33982387,-0.2645419,-0.5169393,-0.14189444,0.16941948,-0.3341653,0.31830612,-0.2945169,0.23846021,0.34610033,-0.16298188,0.052308697,-0.12508939,0.43128073,0.705445,0.21730946,-0.29549035,0.42153612,0.6967112,0.5315308,0.08355393,0.066843025,-0.5102164,-0.04110513,-0.4326116,0.0018193517,0.51360035,-0.115367755,0.092156924,-0.05937402,0.531451,0.2685497,0.0872544,-0.086243615,0.07066838,-0.52416015,0.060026135,-0.19828178,0.63636416,-0.22366253,0.14380422,0.6110638,-0.13090004,-0.37116343,-0.29755878,0.1861177,-0.35470107
61,-0.43750367,0.41744128,-1.0817236,-0.670284,0.7274231,-0.58831996,0.086125195,-0.7410689,-0.5796894,-0.0025518679,0.24050385,-0.20178239,-0.46646506,-0.1989646,-0.24606788,0.16809505,-0.43326533,0.3236954,-0.5099568,-0.3408963,0.3997556,0.06568366,0.009138504,0.26410657,0.119527936,1.0056268,0.43153548,1.6498332,-0.59244287,-0.62483156,-0.8447753,0.1918982,-0.6143225,-0.12324596,0.7122861,0.65563697,0.63273954,-0.39178613,-0.10708792,-0.6217237,0.12109141,0.7330225,0.12307621,-0.7909678,1.015563,0.12662908,-0.7719789,-0.017915502,0.5786067,-0.9183011,0.098265104,0.3099132,-0.36884826,-0.5220716,-0.0947713,-0.84334576,-0.12579945,0.28721023,0.027629811,-1.1658509,0.5066778,-0.4093183,0.068531565,1.031372,0.2585521,0.27637273,0.631922,0.74561924,-0.4912239,1.5408725,-1.209459,0.2659828,0.33736256,0.34187466,0.5903444,0.22649866,0.4513948,0.11441749,0.62426686,-1.0067941,-0.31288782,-0.88583267,-0.2617361,0.52193725,-0.69321084,-0.025903758,0.23589171,-0.4356543,-0.50135684,0.0963339,0.7862039,-0.18598424,0.8490731,-0.35378313,0.98720586,0.08284418,-0.0058120973,0.30751124,-0.9844853,0.03428623
91,-0.011974941,0.13776852,-0.74044454,-0.2622445,0.6060148,-0.6267419,0.67544353,0.6380395,0.20762143,0.1863655,0.4827215,-0.3642261,-0.4131415,-0.71736604,-0.46197933,1.016649,0.3007512,0.017266039,-0.3963671,-1.1665059,0.26820624,0.41905242,0.74261445,0.15364388,-0.19829985,0.9582108,0.24080665,0.91716856,-0.57640404,0.53042334,0.91208255,-0.17326719,-0.56219137,-0.88057524,0.76361537,0.089647606,0.06362029,0.12101723,-0.24971478,-0.123434186,1.0604923,0.38260373,0.0014389877,-0.63230354,0.38651383,0.3177313,-0.62945753,0.2997078,0.6771754,-0.73230374,0.18844599,0.0681715,-0.43673193,-0.20878355,-0.39208823,-0.48307094,-0.9004983,0.0017585823,-0.004084932,0.3040073,-0.25841236,-0.57768226,0.5466599,0.6872474,0.011526695,-0.088870496,0.57953376,1.0505686,-0.305209,0.18407701,-0.613518,0.2951555,0.15413666,0.41533783,0.2291165,-0.7116425,0.5088001,0.047643624,1.4000432,-0.47201046,-0.94038427,-0.2147921,0.0759405,-0.5815015,0.045494754,-0.6560389,-0.20136848,-0.06671043,-0.28294626,-0.3232704,-0.09536869,-0.23747577,1.0039985,0.45584968,0.57301295,-0.57589203,0.41906878,0.33857074,-0.49981308,-1.0520685
561,0.32558823,0.37000042,1.1527852,-0.19463435,-0.80055475,0.3093716,-0.1127095,-0.21228975,0.29442433,-0.23960423,0.7779076,1.0714554,0.045796003,-0.29304242,-0.0975016,-0.29346493,-0.46645674,-0.089544125,-0.037177153,0.36368924,0.20914961,0.5133128,-0.53939927,-0.17480522,-0.8469445,-0.04199421,-1.1768639,0.5938147,0.19669649,-0.25175607,-0.818125,0.5825876,-0.9593428,0.4329277,0.76660126,0.46810764,0.0805352,0.78133434,-0.6951743,-0.74401706,0.5818809,0.104595475,0.12290618,0.36580604,-0.17926383,-0.35634962,-0.10105022,0.30347624,-0.5589307,-0.96514153,-1.1865902,-0.9067508,0.12730376,0.59471935,-0.14948697,0.15774648,-0.1338646,-0.016371526,0.7243436,-0.31457883,-0.07486682,-0.9585216,0.5956909,0.14818707,0.05612184,0.94756156,0.7355139,0.5318498,0.07097926,-0.4866704,0.5923758,0.649893,0.7586685,0.20398562,0.45115584,0.87738144,0.058121614,-0.15882811,-0.4540181,-0.5859178,0.33854258,-0.86452603,-0.3111416,0.20707068,-0.36405417,-0.35738504,0.8945941,0.39305374,1.2004838,0.36262298,1.109439,0.73963755,0.32471818,0.42245334,0.94554883,0.9567035,-0.46384355,0.57144237,0.9421968,0.07159243
577,0.012417677,-0.3201719,0.016444892,0.8743194,-0.4587196,-0.7118724,-0.17853679,0.51055384,-0.3467628,0.13353005,-0.5002377,-0.5237251,0.4096519,0.74218655,-0.17016955,0.39145976,-0.18452832,0.3326793,-0.3586985,-0.62833136,-0.069603056,0.20646323,0.058569692,-0.33661854,-0.6439651,-0.19903363,0.39318803,-0.76359445,0.12026872,0.16664806,0.6870412,-0.30351618,0.70192856,0.5566206,-0.5781025,0.6025119,-0.51337004,-0.3456308,-0.11323017,-0.58463264,-0.10041602,-0.21085851,-0.06061397,-0.118139446,-0.037601106,-0.035152838,0.2039083,-0.22439331,-0.48680753,-0.36799896,0.5897344,-0.38696748,0.5570105,-0.50740314,0.28607023,0.35413024,0.18542764,-0.41446277,-0.024582917,-0.035185963,0.17422825,0.6189367,-0.37478083,-0.41308364,-0.111494236,0.337918,-0.29071578,0.39110968,-0.47764882,-0.041945666,0.0537719,-1.0570155,-0.5152257,0.4941043,0.4880952,0.12885946,0.0035098633,-0.086333826,-0.1847644,0.03353321,-0.037696525,0.2616522,0.12937321,0.6320591,-0.091886476,-0.2888384,0.32975253,-0.33672473,0.22453055,-0.49055657,0.27508095,-0.54273146,0.056999296,0.21930955,0.24114335,0.31031093,0.73889244,-0.3403653,0.15539746,-0.19954254
196,-0.06362209,-0.62101465,0.38081953,0.88486993,-0.30533832,-1.3619637,-0.675196,1.4815326,-0.055135723,-0.17312083,-0.19273795,-0.102282085,0.051643796,0.91082484,0.15488791,0.22476047,-0.49156246,-0.1351445,0.5533829,-0.5074239,-0.3212391,-0.11446103,0.50049955,-0.25086865,0.06897327,0.30589738,0.2792842,-1.1278393,0.7577017,0.778896,0.64408696,-0.2810328,1.1301816,0.91755885,-0.2446753,0.63631177,-1.1847345,-0.4731152,0.20154002,-0.7271065,-0.1392009,-0.35814175,-0.20518433,1.0208329,-0.060675833,0.76743037,0.5175485,-0.38631603,-0.2023538,0.12650104,0.7333797,-0.17893302,0.36184976,-0.46780038,0.36551547,0.9024441,0.58952236,-0.16877048,-0.065053426,0.5662033,0.3726087,0.2994277,-0.3259722,-0.66599804,-0.69323856,0.43546018,-1.1751227,0.562675,-0.83665013,-0.6329402,0.658716,-1.3375112,-0.45505145,0.5618902,0.52921075,-0.38065222,0.38723445,-0.80713654,-0.97843426,1.3149215,0.38654274,1.0904112,0.23163325,-0.0058940523,0.817816,0.25124365,0.07462991,-0.15774323,0.10016897,-1.1030256,0.45163983,-0.00529389,-0.3015907,0.8278591,0.081618585,0.33474568,0.7760899,-0.5730874,-0.6347611,0.038239885
729,0.15817045,0.31680265,-0.710917,-0.25236538,0.4600441,-1.1545604,-0.25425914,0.15359421,-0.16362761,-0.708043,0.88030726,0.5047933,-0.4369983,-0.065932974,-0.4623939,0.5705253,-0.046287846,0.0860233,0.16178292,-0.5210055,0.94536054,0.6083499,0.07910019,0.11086255,-0.5017697,1.702295,0.3032159,2.058396,0.47166613,0.14313178,-0.052807968,0.12528645,-1.128758,-0.18706402,1.3798122,0.19433819,-0.08364785,0.17951393,-0.020745577,-0.7384784,0.09043416,0.55747384,-0.18164797,-0.0023734043,0.6444976,0.8901426,-0.775743,0.36625946,0.19608848,-0.76129335,0.25728047,0.2568616,-0.64099675,-0.07208895,-0.44439465,0.0713025,0.20262732,0.1950074,0.39321476,-0.790506,0.0024456633,-0.66812456,0.060490683,1.2742361,-0.015966918,0.6020051,0.0768067,0.49079287,-1.123594,0.5786658,-0.2567649,0.46076983,0.60040355,0.26046354,0.8682599,-0.4225685,0.09709015,0.18883929,0.4712284,-1.0710506,-0.6857159,-0.42215332,0.2775571,-0.61440825,0.7537974,0.2728186,0.09862591,-0.3653404,-0.28290674,0.14274952,1.0445842,-0.45642635,1.0590426,0.29940954,0.20150407,0.22265203,-0.19841379,0.496217,-1.4143424,0.06932513
